Name,value
Merchan,0
Malpica,0
Belandria,0
Blanca,0
Padrino,0
Alejos,0
Granados,0
Sangronis,0
Prato,0
Liscano,0
La Cruz,0
Anzola,0
Montañez,0
Ron,0
Barazarte,0
Cumana,0
Cuicas,0
Uriana,0
de Sousa,0
Borjas,0
Monasterio,0
Madriz,0
Lunar,0
Rosendo,0
Olivar,0
Lacruz,0
Cardoza,0
Colon,0
Maurera,0
Arvelo,0
Andara,0
Vizcaya,0
Polo,0
Ramones,0
Sanoja,0
Daboin,0
Cegarra,0
Materan,0
Galue,0
de La Rosa,0
Ravelo,0
Montilva,0
Idrogo,0
Duno,0
Gavidia,0
Miquilena,0
Yajure,0
Almao,0
Giron,0
Vilera,0
Inciarte,0
Caña,0
Nelo,0
Materano,0
Asuaje,0
Brazon,0
Chinchilla,0
Revilla,0
Ariza,0
Canache,0
Urbaez,0
Suniaga,0
Casique,0
Rosal,0
Virguez,0
Tua,0
Veloz,0
Arraiz,0
de Abreu,0
Simancas,0
Antequera,0
Llovera,0
Cermeño,0
Inojosa,0
Fereira,0
Agreda,0
Ortuño,0
Mago,0
Calles,0
Mantilla,0
Corredor,0
Estanga,0
Baron,0
Vanegas,0
Corro,0
Pinzon,0
Parejo,0
Vicent,0
Siso,0
Sumoza,0
Amundaray,0
Morles,0
Carruyo,0
Coello,0
Cañizales,0
Cantillo,0
Marrufo,0
Tocuyo,0
Peñalver,0
Pedroza,0
Griman,0
Raga,0
Tortolero,0
Abad,0
Naveda,0
Gascon,0
Luces,0
Adrian,0
Jordan,0
Toyo,0
Troconis,0
Morocoima,0
Vizcaino,0
Lares,0
Ipuana,0
Pastran,0
Ardila,0
Santeliz,0
Bandres,0
Regalado,0
Puche,0
Socorro,0
Manaure,0
Monagas,0
Izarra,0
Montesinos,0
Galicia,0
Ostos,0
Caruci,0
Borrero,0
Bruzual,0
Urribarri,0
Rumbos,0
Isturiz,0
Indriago,0
Frontado,0
Esparragoza,0
Ladera,0
Valor,0
Villasana,0
Rattia,0
Urrieta,0
Mundarain,0
Solarte,0
Mavares,0
Pire,0
Reveron,0
Sandrea,0
Soteldo,0
Roque,0
Cartaya,0
Barco,0
Catari,0
Camero,0
Monasterios,0
Cohen,0
Rea,0
Moronta,0
Galea,0
Escorche,0
Garcias,0
Oberto,0
Itriago,0
Pichardo,0
Anton,0
Mireles,0
Justo,0
Piñate,0
Cambero,0
Gomes,0
Verenzuela,0
Isea,0
Faneite,0
Epieyu,0
Longa,0
Lanza,0
Morey,0
Cadena,0
Beria,0
Urquiola,0
Gelvez,0
Peinado,0
Larreal,0
Depablos,0
Berrio,0
Carias,0
Chauran,0
Maican,0
Basanta,0
Nadales,0
Bonalde,0
Marchena,0
Rosillo,0
Quiaro,0
Abache,0
Cambar,0
Esqueda,0
Parraga,0
Pirona,0
Lanz,0
Sambrano,0
Tablante,0
Golindano,0
Amundarain,0
Morao,0
Camico,0
Palmera,0
Ladino,0
Maiz,0
Vergel,0
Oquendo,0
Pargas,0
Seco,0
David,0
Lizcano,0
Moros,0
Guacaran,0
Arcaya,0
Lizardo,0
Malaver,0
Leonett,0
Acurero,0
Villafranca,0
Ballestero,0
Estaba,0
Lujano,0
Guaina,0
Barroeta,0
Borrego,0
Ereu,0
Sanguino,0
Cuauro,0
Ynfante,0
Villazana,0
Ceballo,0
Ulacio,0
Hermoso,0
Yeguez,0
Gamardo,0
Caripe,0
de La Hoz,0
Semeco,0
Paradas,0
Arguelles,0
Lobaton,0
Canelones,0
Salmeron,0
Adames,0
Adan,0
Bolaño,0
Arraez,0
Echezuria,0
Coraspe,0
Pestana,0
Barcenas,0
Amesty,0
Giraldo,0
Caridad,0
Fernandes,0
Cumare,0
Torrelles,0
Yovera,0
Villahermosa,0
Granda,0
Afanador,0
Morantes,0
Castejon,0
Rausseo,0
Duerto,0
Pachano,0
Andueza,0
Gotopo,0
Lizarazo,0
Aguilarte,0
Curiel,0
Briñez,0
Odreman,0
Alastre,0
Bordones,0
Restrepo,0
Londoño,0
Ospina,0
Agudelo,0
Henao,0
Arango,0
Forero,0
Serna,0
Alzate,0
Gaviria,0
Arboleda,0
Bolaños,0
Rosero,0
Murcia,0
Espitia,0
Zuluaga,0
Riascos,0
Castrillon,0
Triana,0
Yepes,0
Urrego,0
Velandia,0
Burbano,0
Olaya,0
Hincapie,0
Orjuela,0
Anaya,0
Villamil,0
Renteria,0
Riaño,0
Grajales,0
Aristizabal,0
Cuervo,0
Marulanda,0
Castiblanco,0
Piedrahita,0
Paternina,0
Holguin,0
Pulgarin,0
Rozo,0
Durango,0
Pushaina,0
Mahecha,0
Villada,0
Grisales,0
Baquero,0
Cervantes,0
Cuero,0
Blandon,0
Botero,0
Huertas,0
Echeverry,0
Saldarriaga,0
Rubiano,0
Mina,0
Tobon,0
Molano,0
Fontalvo,0
Estupiñan,0
Mazo,0
Carabali,0
Echeverri,0
Arroyave,0
Calle,0
Penagos,0
Escorcia,0
Higuita,0
Colorado,0
Rua,0
Isaza,0
Echavarria,0
Usuga,0
Lasso,0
Pachon,0
Buelvas,0
Atehortua,0
Quiceno,0
Lopera,0
Varon,0
Cañon,0
Pertuz,0
Asprilla,0
Mateus,0
Robayo,0
Guarin,0
Sinisterra,0
Trejos,0
Bayona,0
Olarte,0
Casallas,0
Delahoz,0
Tapias,0
Cadavid,0
Carrascal,0
Cristancho,0
Payares,0
Preciado,0
Sabogal,0
Piñeros,0
Delacruz,0
Charris,0
Abril,0
Cabarcas,0
Collazos,0
Almanza,0
Arbelaez,0
Beleño,0
Tique,0
Cataño,0
Garavito,0
Arciniegas,0
Castilla,0
Bocanegra,0
Hinestroza,0
Chica,0
Largo,0
Cogollo,0
Morelo,0
Chaverra,0
Peñaranda,0
Villadiego,0
Redondo,0
Botina,0
Mojica,0
Acero,0
Chavarro,0
Montalvo,0
Laverde,0
Villareal,0
Doria,0
Barajas,0
Ibarguen,0
Losada,0
Granada,0
Barrero,0
Balanta,0
Jojoa,0
Plazas,0
Montealegre,0
Herazo,0
Munera,0
Tangarife,0
Jaraba,0
Fandiño,0
Cuartas,0
Puello,0
Samboni,0
Pajaro,0
Cubides,0
Anacona,0
Noreña,0
Manjarres,0
Epinayu,0
Ciro,0
Capera,0
Plata,0
Villota,0
Cely,0
Getial,0
Cuadros,0
Camelo,0
Coral,0
Tafur,0
Criollo,0
Manjarrez,0
Buritica,0
Otalora,0
Suaza,0
Malagon,0
Perilla,0
Marrugo,0
Otalvaro,0
Marroquin,0
Polania,0
Vides,0
Baena,0
Mondragon,0
Pallares,0
Tapiero,0
Delarosa,0
Muriel,0
Lora,0
Posso,0
Vela,0
Victoria,0
Altamar,0
Mestra,0
Lucumi,0
Imbachi,0
Ballen,0
Peñuela,0
Roncancio,0
Epiayu,0
Yate,0
Yela,0
Sarria,0
Dueñas,0
Urango,0
Charry,0
Trochez,0
Agamez,0
Cantor,0
Artunduaga,0
Pareja,0
Camayo,0
Lancheros,0
Feria,0
Perlaza,0
Bertel,0
Parrado,0
Atencia,0
Serrato,0
Cuaran,0
Wilches,0
Jusayu,0
Agredo,0
Berdugo,0
Simanca,0
Grueso,0
Benjumea,0
Manco,0
Petro,0
Monterrosa,0
Idarraga,0
Donado,0
Serpa,0
Areiza,0
Causil,0
Cerquera,0
Rodelo,0
Tamara,0
Ortegon,0
Pava,0
Amador,0
Tordecilla,0
Mancera,0
Basto,0
Vasco,0
Rosado,0
Aguas,0
Espinel,0
Badillo,0
Zea,0
Sanjuan,0
Gamba,0
Realpe,0
Deavila,0
Puerto,0
Veloza,0
Claros,0
Mira,0
Avilez,0
Guarnizo,0
Yara,0
Chala,0
Graciano,0
Goez,0
Lerma,0
Florian,0
Joya,0
Argumedo,0
Lombana,0
Quinayas,0
Marriaga,0
Ropero,0
Ducuara,0
Guisao,0
Viafara,0
Lenis,0
Orejuela,0
Amaris,0
Tuberquia,0
Eraso,0
Moncayo,0
Baldovino,0
Quitian,0
Cobo,0
Osorno,0
Monterroza,0
Mendivelso,0
Orduz,0
Barona,0
Usma,0
Tavera,0
Muños,0
Chilito,0
Macea,0
Niebles,0
Torrado,0
Ruano,0
Rojano,0
Bermeo,0
Marimon,0
Amezquita,0
Botello,0
Revelo,0
Gualdron,0
Lesmes,0
Silgado,0
Jacome,0
Marmolejo,0
Betancourth,0
Teheran,0
Mamian,0
Tapasco,0
Vinasco,0
Orobio,0
Madrigal,0
Villarraga,0
Lazaro,0
Nisperuza,0
Gañan,0
Ruales,0
Alvares,0
Quinto,0
Landazuri,0
Micolta,0
Potes,0
Vallecilla,0
Calvache,0
Cala,0
Urueña,0
Argel,0
Llorente,0
Alvis,0
Cera,0
Gualteros,0
Banguera,0
Foronda,0
Calambas,0
Alape,0
Castellar,0
Builes,0
Archila,0
Moscote,0
Bañol,0
Copete,0
Almario,0
Pinchao,0
Cuastumal,0
Madroñero,0
Ricaurte,0
Muñeton,0
Peñate,0
Carlosama,0
Mancipe,0
Betancurt,0
Fontecha,0
Quimbayo,0
Cassiani,0
Ocoro,0
Suescun,0
Avella,0
Belalcazar,0
Romaña,0
Chiquillo,0
Portocarrero,0
Piamba,0
Turizo,0
Sanmartin,0
Aya,0
Guapacha,0
Guiza,0
Rayo,0
Idrobo,0
Culma,0
Perafan,0
Ballestas,0
Rave,0
Manga,0
Falla,0
Joaqui,0
Pamplona,0
Olvera,0
Antonio,0
Garza,0
de Jesus,0
Resendiz,0
Leyva,0
Angeles,0
Chan,0
Magaña,0
del Angel,0
Arriaga,0
Barron,0
Godinez,0
Balderas,0
Francisco,0
Escamilla,0
Najera,0
Garduño,0
Pech,0
May,0
Armenta,0
Arreola,0
Gaytan,0
Colin,0
Valadez,0
Treviño,0
Santiz,0
de La Torre,0
Becerril,0
Baltazar,0
Cazares,0
Canul,0
Casillas,0
Limon,0
Cedillo,0
Cantu,0
Ornelas,0
Anguiano,0
Cota,0
Guadarrama,0
Carreon,0
Jasso,0
Tolentino,0
Munguia,0
Nolasco,0
Luis,0
Roblero,0
Jacobo,0
Canche,0
Nicolas,0
Poot,0
Neri,0
Melchor,0
Alcantar,0
Chi,0
Damian,0
Villaseñor,0
Matias,0
Mares,0
Adame,0
Camarillo,0
Bañuelos,0
Olivas,0
Montejo,0
Mateo,0
Dzul,0
Ramon,0
Vilchis,0
Ceja,0
Loera,0
Dorantes,0
Razo,0
Uc,0
Estrella,0
Gastelum,0
Caamal,0
Alejandro,0
Ruelas,0
Aceves,0
Alejo,0
Ruvalcaba,0
Tinoco,0
Landa,0
Pablo,0
Bojorquez,0
Jose,0
Larios,0
Chable,0
Lomeli,0
Lucio,0
Santoyo,0
Cauich,0
Briseño,0
Palafox,0
Sifuentes,0
Plascencia,0
Bahena,0
Ku,0
Camarena,0
Felipe,0
Armendariz,0
de Luna,0
Balam,0
Fragoso,0
Manuel,0
Garibay,0
Tun,0
Loredo,0
Dzib,0
Diego,0
Jacinto,0
Meraz,0
Jeronimo,0
Solorio,0
Calvillo,0
Terrazas,0
Zazueta,0
Mendiola,0
Palomares,0
Moctezuma,0
Galaviz,0
Villagomez,0
Mandujano,0
Alcocer,0
Carlos,0
Araiza,0
Pool,0
Ek,0
Almazan,0
Nevarez,0
Partida,0
Llamas,0
Puc,0
Gabriel,0
Arvizu,0
Barba,0
Calixto,0
de Santiago,0
Castañon,0
Ocaña,0
Agustin,0
Moo,0
Mariscal,0
de La Luz,0
Sauceda,0
Amezcua,0
Medellin,0
Gasca,0
Calzada,0
Dimas,0
Carrizales,0
Ambriz,0
Loya,0
Alva,0
Cristobal,0
Bernabe,0
Lechuga,0
Urias,0
Galeana,0
Cobos,0
Blas,0
Castrejon,0
Mayo,0
Zavaleta,0
Lagunas,0
Cavazos,0
Arzate,0
Zamarripa,0
Velarde,0
Grimaldo,0
Basurto,0
Hilario,0
Onofre,0
Reza,0
Ake,0
Buendia,0
Isidro,0
Blancas,0
Bartolo,0
Chavira,0
Valentin,0
Canseco,0
Avia,0
Gregorio,0
Can,0
Castelan,0
de La O,0
Murrieta,0
Verduzco,0
Patricio,0
Hipolito,0
Favela,0
Baca,0
Gaxiola,0
Miramontes,0
Frausto,0
Villalpando,0
Rizo,0
Salcido,0
Licona,0
de Anda,0
Almaguer,0
Noh,0
Basilio,0
Lagunes,0
de Dios,0
Magdaleno,0
Gurrola,0
Olan,0
Nuño,0
Euan,0
Pion,0
Rascon,0
Mar,0
Hermosillo,0
Barranco,0
Vite,0
Mauricio,0
Arizmendi,0
Sebastian,0
Zermeño,0
Pelayo,0
Uicab,0
Ignacio,0
Rafael,0
Hernández,0
Dolores,0
Tinajero,0
Chuc,0
Luevano,0
Villeda,0
Pat,0
Bedolla,0
Baos,0
Bucio,0
Raya,0
Leija,0
Feliciano,0
Alatorre,0
Alberto,0
Posadas,0
Buenrostro,0
Pozos,0
Julian,0
Novelo,0
Virgen,0
Monreal,0
Monsivais,0
Arreguin,0
Cornelio,0
Mariano,0
Ambrosio,0
Constantino,0
Alvaro,0
Bustillos,0
Colli,0
Bastida,0
Alamilla,0
Dionicio,0
Guardado,0
Grijalva,0
Tamez,0
Colunga,0
Osornio,0
Payan,0
de La Garza,0
Samano,0
Muro,0
Zetina,0
Lobato,0
Victoriano,0
Valtierra,0
Gracia,0
Gerardo,0
Govea,0
Apolinar,0
Alejandre,0
Luciano,0
Chairez,0
Uscanga,0
Toribio,0
Mendivil,0
Tuz,0
Rodarte,0
Orduña,0
Celaya,0
Duron,0
Gama,0
Tadeo,0
Cazarez,0
Garfias,0
Merida,0
Evangelista,0
Yam,0
Murguia,0
Noyola,0
Marcelino,0
Morelos,0
Encarnacion,0
Caudillo,0
Pedro,0
Barradas,0
Calva,0
Huitron,0
Landero,0
Silverio,0
Silvestre,0
Aguillon,0
Zarco,0
Arciniega,0
Laureano,0
Bailon,0
Chapa,0
Mijangos,0
Alcazar,0
Jarquin,0
Hau,0
Chimal,0
Leos,0
Sainz,0
Cen,0
Escalera,0
Ayon,0
Couoh,0
Espejel,0
Picazo,0
Cuautle,0
Daniel,0
Atilano,0
Villafuerte,0
Moguel,0
Nu,0
Ordo,0
Maradiaga,0
Zuniga,0
Funez,0
Espinal,0
Argueta,0
Mu,0
Calix,0
Turcios,0
Dubon,0
Lainez,0
Enamorado,0
Pe,0
Cerrato,0
Osorto,0
Colindres,0
Corea,0
Elvir,0
Arita,0
Euceda,0
Sabillon,0
Vallecillo,0
Bustillo,0
Matamoros,0
Membre,0
Sorto,0
Escoto,0
Bueso,0
Bardales,0
Raudales,0
Galeas,0
Irias,0
Tabora,0
Oseguera,0
Galo,0
Menjivar,0
Ardon,0
Almendares,0
Ferrera,0
Cantarero,0
Almendarez,0
Rapalo,0
Deras,0
Manueles,0
Baquedano,0
Delcid,0
Sagastume,0
Mancia,0
Zaldivar,0
Villatoro,0
Ortez,0
Casta,0
Buezo,0
Inestroza,0
Castellon,0
Galdamez,0
Guifarro,0
Manzanares,0
Umanzor,0
del Cid,0
Coto,0
Gavarrete,0
Valeriano,0
Zeron,0
Mairena,0
Midence,0
Chicas,0
Benites,0
Oyuela,0
George,0
Anariba,0
Morazan,0
Villalta,0
Paguada,0
Urquia,0
Betanco,0
Ferrufino,0
Archaga,0
Fiallos,0
Cantillano,0
Artica,0
Nataren,0
Doblado,0
Miralda,0
Tercero,0
Discua,0
Servellon,0
Moradel,0
Montalvan,0
Rubi,0
Interiano,0
Espa,0
Posas,0
Garmendia,0
Mazariegos,0
Arguijo,0
Henrriquez,0
Landaverde,0
Lemuz,0
Vindel,0
Bodden,0
Teruel,0
Triminio,0
Recinos,0
Vijil,0
Aplicano,0
Pagoada,0
Uma,0
Marcia,0
Canaca,0
Alcerro,0
Huete,0
Moti,0
Avelar,0
Rodezno,0
Vaquedano,0
Baide,0
Bernardez,0
Fortin,0
Recarte,0
Arge,0
Montufar,0
Hercules,0
Chevez,0
Bu,0
Mencias,0
Tome,0
Qui,0
Ucles,0
Agurcia,0
Ramires,0
Sandres,0
Brice,0
Canelas,0
Due,0
Barralaga,0
Isaula,0
Guity,0
Ayestas,0
Gunera,0
Bulnes,0
Blandin,0
Jovel,0
Arzu,0
Reconco,0
Baires,0
Alas,0
Gabarrete,0
Majano,0
Norales,0
Melara,0
Vigil,0
Mayorquin,0
Gradiz,0
Barnica,0
Williams,0
Sanches,0
Manzanarez,0
Soliz,0
Escalon,0
Wood,0
Hernandes,0
Gutierres,0
Iraheta,0
Fugon,0
Peres,0
Martines,0
Martel,0
Cooper,0
Menocal,0
Ca,0
Suate,0
Lino,0
Trigueros,0
Boquin,0
Videa,0
Aguiriano,0
Matheu,0
Beltrand,0
Manchame,0
Aguiluz,0
Bajurto,0
Pagoaga,0
Iscoa,0
Handal,0
Pinel,0
Ilias,0
Jiron,0
Arrazola,0
Villela,0
Sales,0
Brooks,0
Monrroy,0
Arauz,0
Rochez,0
Lopes,0
Johnson,0
Thomas,0
Damas,0
Batiz,0
Juanez,0
Mayen,0
Cerritos,0
Suchite,0
Valladarez,0
Coca,0
Rovelo,0
Lovo,0
Jerezano,0
Cueva,0
Cordon,0
Gusman,0
Bertrand,0
Haylock,0
Bennett,0
Brown,0
Cacho,0
Vieda,0
Breve,0
Adriano,0
Auceda,0
Jimenes,0
Chaver,0
Dormes,0
Jackson,0
Canizales,0
Ebanks,0
Sabio,0
Cerros,0
James,0
Palada,0
Panchame,0
Morga,0
Balderramos,0
Gudiel,0
Leonor,0
Nelson,0
Isaguirre,0
Juares,0
Seren,0
Casildo,0
Ilovares,0
Green,0
Alverto,0
Lacayo,0
Colindrez,0
Lindo,0
Tobias,0
Carabantes,0
Cuestas,0
Delarca,0
Pinot,0
Portales,0
Bogran,0
Laines,0
Anduray,0
Sibrian,0
Escober,0
Artiaga,0
Wilson,0
Villalvir,0
Grandez,0
Perla,0
Rauda,0
Toru,0
Valderramos,0
Paisano,0
Villalobo,0
Euseda,0
Espinales,0
Fletes,0
Rodrigues,0
Reyez,0
Tosta,0
Canan,0
Urraco,0
Jaco,0
Dilbert,0
Eguigure,0
Dixon,0
Waldan,0
Pleitez,0
Macoto,0
Allen,0
Dolmo,0
Najar,0
Paguaga,0
Chapas,0
Lavaire,0
Videz,0
Acu,0
Nufio,0
Guido,0
Mendes,0
Taylor,0
Simeon,0
Webster,0
Cribas,0
Auxume,0
Bados,0
Ferman,0
Leveron,0
Calona,0
Batres,0
Quintano,0
Sambola,0
Sambula,0
Coleman,0
Bendeck,0
Vasques,0
Connor,0
Murillos,0
Baiza,0
Richard,0
Ronas,0
Castron,0
Brizo,0
Calidonio,0
Cisnado,0
Cedillos,0
Lambert,0
Maga,0
Ambrocio,0
Bonifacio,0
Ham,0
Trapp,0
Kattan,0
Woods,0
Antunes,0
Limas,0
Merlos,0
Grande,0
Villacorta,0
Bush,0
Nixon,0
Bran,0
Casasola,0
Degrandez,0
Morataya,0
Raimundo,0
Iscano,0
Marmol,0
Carrillos,0
Izcano,0
Gamero,0
Fino,0
Posantes,0
Thompson,0
Anderson,0
Grajeda,0
Arambu,0
Cuevar,0
Lambur,0
Caba,0
Mancias,0
Florentino,0
Asturias,0
Barillas,0
Idiaquez,0
Mazariego,0
Ni,0
Beneth,0
Colomer,0
Martell,0
Jones,0
Madrigales,0
Anariva,0
Manister,0
Pesquera,0
Cerrano,0
Mascare,0
Quan,0
Canahuati,0
de Paz,0
Chandias,0
Gabrie,0
Gamoneda,0
Uceda,0
Casaca,0
Greham,0
Grant,0
Zacapa,0
Zorto,0
Pego,0
Vallecillos,0
Saicion,0
Leonardo,0
Welcome,0
Lorenzana,0
Montano,0
Morgan,0
Moroy,0
Juanes,0
Canelo,0
Justiniano,0
Claudino,0
Crisanto,0
Montez,0
Flamenco,0
Requeno,0
Silvas,0
Pleites,0
Castaneda,0
Velis,0
Santa Maria,0
Godines,0
Paiz,0
Cartajena,0
Cocas,0
Enrriquez,0
Tela,0
Collins,0
Casa,0
Naira,0
Howell,0
Lendos,0
Mayes,0
Macklin,0
Marcelo,0
Melendrez,0
Stewart,0
Vilorio,0
McNab,0
Bordas,0
Kelly,0
Pandy,0
Curry,0
Abila,0
Leman,0
Saybe,0
Casalegno,0
Goff,0
Samayoa,0
Esca,0
Hyde,0
Mazier,0
Pasos,0
Fuentez,0
Ortis,0
Rugama,0
Troches,0
Bola,0
Chimilio,0
Larreinaga,0
Mijango,0
Montalban,0
Lone,0